Category Level 1,Category Level 2,Category Level 3,Barserial,Name,Quantity,Retail,Cost,VAT,Net,Total Margin,Margin %
Jewellery & Watches,Watches,Other,BBTXXDIURZLBO,PlayBoy Watch,1,£9.99,£3.00,£1.16,£8.82,£5.82,66.01%
Jewellery & Watches,Watches,Other,BBTX8GKRNCBBY,invicta ocean voyage watch,1,£39.99,£20.00,£3.33,£36.66,£16.66,45.44%
Jewellery & Watches,Watches,Other,BBTXZNCV6CLSG,pulsar water resist watch with rubber strap,1,£14.99,£5.00,£1.66,£13.33,£8.33,62.48%
Jewellery & Watches,Watches,Other,BBTXN1TSDH36F,stopwatch,1,£4.99,£2.00,£0.50,£4.49,£2.49,55.47%
Jewellery & Watches,Watches,Other,BBTXWH9PSTFOF,tavistock and jones watch ~(boxed),1,£19.99,£10.00,£1.66,£18.32,£8.32,45.43%
Jewellery & Watches,Watches,Other,BBTXCPYCE8651,fitbit watch,1,£11.99,£5.00,£1.16,£10.82,£5.82,53.81%
Jewellery & Watches,Watches,Other,BBTXXQ2IM6OYY,accurist mb793b,1,£25.00,£10.00,£2.50,£22.50,£12.50,55.56%
Jewellery & Watches,Watches,Other,BBTXPMBMOPWLD,unbranded fitness watch,1,£12.99,£5.00,£1.33,£11.66,£6.66,57.11%
Jewellery & Watches,Watches,Other,BBTXU0WUS2UKH,unbranded fitness watch,1,£12.99,£5.00,£1.33,£11.66,£6.66,57.11%
Jewellery & Watches,Watches,Other,BBTXJMKWMEBYD,citizen watch 360234,1,£39.99,£20.00,£3.33,£36.66,£16.66,45.44%
Jewellery & Watches,Watches,Other,BBTXW7F4HW52C,HENLEY WATCH,1,£19.99,£10.00,£1.66,£18.32,£8.32,45.43%
Jewellery & Watches,Watches,Other,BBTXKBLARRPMY,CITIZEN 69036,1,£39.99,£25.00,£2.50,£37.49,£12.49,33.32%
Jewellery & Watches,Watches,Other,BBTXOVW4ECP0O,henley watch,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Watches,Other,BBTXJGFGKF5CR,0.75CT DIAMOND & PINK CZ CROSS PENDANT,1,£119.99,£50.00,£11.66,£108.32,£58.32,53.84%
Jewellery & Watches,Watches,Other,BBTX8F33OWOKP,smart watch cg in box,-1,-£14.99,-£5.00,-£1.66,-£13.33,-£8.33,62.48%
Jewellery & Watches,Watches,Other,BBTXBNVFDXTX1,armani,1,£19.99,£10.00,£1.66,£18.32,£8.32,45.43%
Jewellery & Watches,Watches,Other,BBTX2HRQDOKOA,Ingersoll Gems mens watch,1,£50.00,£15.00,£5.83,£44.17,£29.17,66.04%
Jewellery & Watches,Watches,Other,BBTXHV7E6JLLQ,empress automatic watch,1,£14.99,£5.00,£1.66,£13.33,£8.33,62.48%
Jewellery & Watches,Watches,Other,BBTXDFKBRDKYP,VIVIENNE WESTWOOD WATCH,1,£79.99,£40.00,£6.66,£73.32,£33.32,45.45%
Jewellery & Watches,Watches,Other,BBTXYRJEY1V6M,rose gold new look watch,1,£7.99,£4.00,£0.66,£7.32,£3.32,45.39%
Jewellery & Watches,Watches,Other,BBTXMYPROZXBP,accurist watch,1,£49.99,£30.00,£3.33,£46.66,£16.66,35.70%
Jewellery & Watches,Watches,Other,BBTXPEGWYCRYL,daisy dixon watch,1,£14.00,£5.00,£1.50,£12.50,£7.50,60.00%
Jewellery & Watches,Watches,Other,BBTXJQEEKCBDW,Geneva silver watch,1,£3.99,£2.00,£0.33,£3.66,£1.66,45.33%
Jewellery & Watches,Watches,Other,BBTXGAQRR7KN9,unbranded rose gold watch,1,£6.99,£3.00,£0.66,£6.32,£3.32,52.57%
Jewellery & Watches,Watches,Other,BBTXDVFUQWPTW,Casio 4798 wvq-570,1,£24.99,£10.00,£2.50,£22.49,£12.49,55.54%
Jewellery & Watches,Watches,Other,BBTXUUX8WHZ4B,limit watch and bracelet,1,£24.99,£10.00,£2.50,£22.49,£12.49,55.54%
Jewellery & Watches,Watches,Other,BBTXUTBQQOT7D,Duke gold plated fountain pen (boxed),1,£29.99,£10.00,£3.33,£26.66,£16.66,62.49%
Jewellery & Watches,Watches,Other,BBTXT96GFSKF3,lumi nox seriess 8880 watch,1,£159.99,£70.00,£15.00,£144.99,£74.99,51.72%
Jewellery & Watches,Watches,Other,BBTXNFLIMN25V,guess watch,1,£64.99,£20.00,£7.50,£57.49,£37.49,65.21%
Jewellery & Watches,Watches,Other,BBTXDRXXYV8N6,Tommy Hillfigure Watch,1,£39.99,£15.00,£4.16,£35.82,£20.83,58.13%
Jewellery & Watches,Watches,Other,BBTX54UND2HHP,Armani Exchange Mens Hampton Bracelet Watch AX2104,1,£89.99,£40.00,£8.33,£81.66,£41.66,51.02%
Jewellery & Watches,Watches,Other,BBTX4HMVRF5RL,Olevs gold watch,1,£24.99,£10.00,£2.50,£22.49,£12.49,55.54%
Jewellery & Watches,Watches,Other,BBTXIUBUYX7BN,watch,1,£30.00,£15.00,£2.50,£27.50,£12.50,45.45%
Jewellery & Watches,Watches,Other,BBTXYL0PIRYSO,timothy stone,1,£2.00,£10.00,£0.00,£2.00,-£8.00,-400.00%
Jewellery & Watches,Watches,Other,BBTXDA6B95338,Hugo Boss Necklace,1,£30.00,£15.00,£2.50,£27.50,£12.50,45.45%
Jewellery & Watches,Watches,Other,BBTX2696AA8ED,Hugo Boss Cufflinks,1,£40.00,£20.00,£3.33,£36.67,£16.67,45.45%
Jewellery & Watches,Watches,Other,BBTXB7C2D39CB,Hugo Boss 50mm Watch 1513004,1,£50.00,£25.00,£4.17,£45.83,£20.83,45.45%
Jewellery & Watches,Watches,Other,BBTXE01A0EDAE,Gigandent Watch,1,£20.00,£10.00,£1.67,£18.33,£8.33,45.45%
Jewellery & Watches,Watches,Other,BBTXJVVK2GA68,Reflex Active Smart Watch,-1,-£34.99,-£15.00,-£3.33,-£31.66,-£16.66,52.62%
Jewellery & Watches,Watches,Other,BBTXBOBFNDECC,smart watch,1,£1.99,£0.50,£0.25,£1.74,£1.24,71.29%
Jewellery & Watches,Watches,Other,BBTX5VNZHK8BT,ravel sports watch,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Watches,Other,BBTXAORP5KAR7,Samsung Galaxy Watch 4 Sm-R875f,1,£49.99,£25.00,£4.16,£45.82,£20.83,45.44%
Jewellery & Watches,Watches,Other,BBTX6HTGNVEDY,Bulova precisionist watch (98B343),1,£229.99,£100.00,£21.66,£208.33,£108.33,52.00%
Jewellery & Watches,Watches,Other,BBTXGVRPBTAQQ,TagHeuer silver mans watch,1,£0.10,£150.00,£0.00,£0.10,-£149.90,"-149,900.00%"
Jewellery & Watches,Watches,Other,BBTXJAXTUV55N,Pulsar VD53-X001,1,£15.00,£6.00,£1.50,£13.50,£7.50,55.56%
Jewellery & Watches,Watches,Other,BBTXCDIDBM5B3,EMPORIO ARMANI AR-0106,1,£50.00,£20.00,£5.00,£45.00,£25.00,55.56%
Jewellery & Watches,Watches,Other,BBTX6051C733C,Citron 6998-5,1,£10.00,£5.00,£0.83,£9.17,£4.17,45.45%
Jewellery & Watches,Watches,Other,BBTX645FFAEFB,Citron por12358,1,£10.00,£5.00,£0.83,£9.17,£4.17,45.45%
Jewellery & Watches,Watches,Other,BBTXWL7JEXJYS,stuhrling green strap watch,1,£40.00,£10.00,£5.00,£35.00,£25.00,71.43%
Jewellery & Watches,Watches,Other,BBTXWDABAWORG,steve madden smw031 watch,1,£12.00,£5.00,£1.17,£10.83,£5.83,53.85%
Jewellery & Watches,Watches,Other,BBTXLXYOISLDW,Amazfit GTR Mini Smartwatch,1,£45.00,£20.00,£4.17,£40.83,£20.83,51.02%
Jewellery & Watches,Watches,Other,BBTXW7A9QKBRF,Amazfit T-Rex Pro A2013,1,£49.99,£20.00,£5.00,£44.99,£24.99,55.55%
Jewellery & Watches,Watches,Other,BBTXBBEK9BVHP,Armani Watch AR-0156,1,£64.99,£35.00,£5.00,£59.99,£24.99,41.66%
Jewellery & Watches,Watches,Panerai,,,,,,,,,
Jewellery & Watches,Watches,Patek Philippe,,,,,,,,,
Jewellery & Watches,Watches,Porsche Design,,,,,,,,,
Jewellery & Watches,Watches,Rado,,,,,,,,,
Jewellery & Watches,Watches,Raymond Weil,,,,,,,,,
Jewellery & Watches,Watches,Rolex,BBTX3E4C42C27,Morgan watch,1,£7.99,£3.00,£0.83,£7.16,£4.16,58.09%
Jewellery & Watches,Watches,Rotary,BBTXYNQVDHSAH,rotary watch,1,£24.99,£10.00,£2.50,£22.49,£12.49,55.54%
Jewellery & Watches,Watches,Seiko,BBTX40E1A6370,Seiko Automatic Watch 6309a,1,£39.99,£15.00,£4.16,£35.82,£20.83,58.13%
Jewellery & Watches,Watches,Seiko,BBTXBF56D32FE,Seiko 5 Automatic Watch Red Leather Strap,1,£49.99,£20.00,£5.00,£44.99,£24.99,55.55%
Jewellery & Watches,Watches,Sekonda,BBTX631DLBJBP,Sekonda Mens Watch,1,£39.99,£20.00,£3.33,£36.66,£16.66,45.44%
Jewellery & Watches,Watches,Sekonda,BBTXLW2UEQK02,Sekonda,1,£44.99,£20.00,£4.16,£40.82,£20.83,51.01%
Jewellery & Watches,Watches,Sekonda,BBTXCBO2YFU6L,Sekonda Silver Stainless Steel,1,£39.99,£20.00,£3.33,£36.66,£16.66,45.44%
Jewellery & Watches,Watches,Sekonda,BBTX44300C6A1,sekonda 3708akv,1,£34.99,£10.00,£4.16,£30.83,£20.83,67.56%
Jewellery & Watches,Watches,Sekonda,BBTXDF85A0222,Sekonda Mens Watch,1,£29.99,£10.00,£3.33,£26.66,£16.66,62.49%
Jewellery & Watches,Watches,Sekonda,BBTXFD586853A,Sekonda NK2703,1,£24.99,£10.00,£2.50,£22.49,£12.49,55.54%
Jewellery & Watches,Watches,Sekonda,BBTX0CAF444D9,Sekonda 1757 silver and gold,1,£19.99,£10.00,£1.66,£18.32,£8.32,45.43%
Jewellery & Watches,Watches,Sekonda,BBTXCAXZIF2AC,Sekonda watch with black rubber strap (boxed),1,£39.99,£20.00,£3.33,£36.66,£16.66,45.44%
Jewellery & Watches,Watches,Sekonda,BBTXMUVYJPNZL,Sekonda ladies watch in box,1,£29.99,£5.00,£4.16,£25.82,£20.82,80.64%
Jewellery & Watches,Watches,Sekonda,BBTXRYJY9DMJY,Sekonda,1,£29.99,£15.00,£2.50,£27.49,£12.49,45.44%
Jewellery & Watches,Watches,Sekonda,BBTXWWKCUEVA6,Sekonda watch silver and gold,1,£34.99,£15.00,£3.33,£31.66,£16.66,52.62%
Jewellery & Watches,Watches,Sekonda,BBTXIHXJDLWFQ,Sekonda,1,£29.99,£15.00,£2.50,£27.49,£12.49,45.44%
Jewellery & Watches,Watches,Sekonda,BBTXYFWKNIRAD,Sekonda 1757 silver and gold,1,£30.00,£1.00,£4.83,£25.17,£24.17,96.03%
Jewellery & Watches,Watches,Sekonda,BBTX7FGC07VKW,Sekonda 30186,1,£8.00,£2.00,£1.00,£7.00,£5.00,71.43%
Jewellery & Watches,Watches,Sekonda,BBTXJCWHI5EBU,Sekonda 2829,1,£30.00,£15.00,£2.50,£27.50,£12.50,45.45%
Jewellery & Watches,Watches,Sekonda,BBTX85C75E31A,Auriol quartz watch,1,£8.00,£2.00,£1.00,£7.00,£5.00,71.43%
Jewellery & Watches,Watches,Sekonda,BBTX3FA2FFCD7,Auriol quartz watch,1,£8.00,£2.00,£1.00,£7.00,£5.00,71.43%
Jewellery & Watches,Watches,Sekonda,BBTXB9EED3567,Sekonda King Men's Watch,1,£15.00,£7.50,£1.25,£13.75,£6.25,45.45%
Jewellery & Watches,Watches,Tag Heuer,BBTX2KBS391DP,Tag Heuer formula 1 calibre 16 25 year tribute  edition,1,£949.99,£50.00,£150.00,£799.99,£749.99,93.75%
Jewellery & Watches,Watches,Tag Heuer,BBTXKFRQR8ND0,tag heuer caz101v,1,£799.99,£350.00,£75.00,£724.99,£374.99,51.72%
Jewellery & Watches,Watches,Tiffany,,,,,,,,,
Jewellery & Watches,Watches,Tissot,BBTX7650F60FE,"Tissot MENS prc 200, not running",1,£99.99,£40.00,£10.00,£89.99,£49.99,55.55%
Jewellery & Watches,Watches,Tissot,BBTXHAM5BIFXP,Tissot Watch Leather T129410,1,£129.99,£35.00,£15.83,£114.16,£79.16,69.34%
Jewellery & Watches,Watches,Tissot,BBTXC9B3D2D76,Tissot Mens Gold Watch T109410A With 2 Extra Links,1,£49.99,£25.00,£4.16,£45.82,£20.83,45.44%
Jewellery & Watches,Watches,Tissot,BBTXZNNYCUT4Z,TISSOT PR 100 T049.410.11.047.01,1,£80.00,£40.00,£6.67,£73.33,£33.33,45.45%
Jewellery & Watches,Watches,Tudor,,,,,,,,,
Jewellery & Watches,Watches,Wakamann,,,,,,,,,
Jewellery & Watches,Watches,Zenith,,,,,,,,,
